original,reference,paraphrased,time_taken,similarity_to_reference,similarity_to_original
"In 1995 , Schwarzenegger expanded the program nationwide to serve 200,000 children in 15 cities , most who come from housing projects or homeless shelters .","In 1995 , Schwarzenegger expanded the program nationwide to 15 cities , serving 200,000 children , most of whom come from housing projects or homeless shelters .","inch 1995 , Schwarzenegger expanded the program nationwide to serve 200,000 children inch 15 cities , most who number inthe housing projects or homeless shelters .",6.9798994064331055,0.936433,0.93733704
"A spokesman said : "" Further testing is under way but at this stage , given the early detection , the outlook is positive . """,""" Further testing is still under way , but at this stage , given the early detection , the outlook in such instances would be positive , "" the specialist said yesterday .","A spokesman said : "" Further testing is aditya_bhandarkar way but at this stage , given the inchoate detection , the outlook is positive . """,4.904084920883179,0.6595713,0.7175441
"Except for a few archaic characteristics , they are as recognizable as Hamlet 's poor Yorick .","Except for a few archaic characteristics , the skulls are readily recognizable .","Except for a smattering archaic characteristics , they are as recognizable as Hamlet 's run Yorick .",5.098788738250732,0.49757946,0.9308602
"Only two other countries , Germany and the Dominican Republic , have publicly expressed reservations , and Germany has since said it will sign it .","Only two other countries , the Dominican Republic and Germany , publicly expressed reservations about the treaty , and Germany has since said it will support the pact .","Only two other countries , Germany and the Dominican Republic , `_ve publicly expressed reservations , and Germany has since said it will sign it .",1.7032859325408936,0.83088666,0.99132717
The settlement includes $ 4.1 million in attorneys ' fees and expenses .,Plaintiffs ' attorneys would get $ 4.1 million of the settlement .,The settlement includes $ 4.1 million inch attorneys ' fees and expenses .,1.7034235000610352,0.8119096,0.97423893
"Dick is going to be there as long as Dick wants to be there , "" Reuters reports Langone as saying .",""" Dick is going to be there as long as Dick wants to be there . ""","Dick is going to were thither as far as Dick wants to were thither , "" Reuters reports Langone as saying .",8.570122241973877,0.627984,0.76261187
The state has received 19 entries in a competition for a World Trade Center Memorial and is working with families of victims to select a winner .,The state has received 19 entries in that competition and is working with families of victims to select a winner .,The state has received 19 entries inch a competition for a World Trade Center Memorial and is working write_legibly families connected victims to select a winner .,5.352435350418091,0.81805444,0.882776
"However , John Clare , chief executive of the Dixons Group , expressed his disappointment .","John Clare , Dixons chief executive , objected to the Commission 's findings .","However , John Clare , chief executive connected the Dixons Group , expressed his disappointment .",1.6301114559173584,0.6870887,0.98342156
"U.S. manufacturing growth expanded for the third straight month in September but at a slower pace , according to a report released shortly after the opening bell .","US manufacturing grew for the third consecutive month in September , but at a slower rate than in previous months , according to a survey released Wednesday .","U.S. manufacturing growth expanded for the third straight month inch September but at a slower pace , according to a report released shortly following the opening bell .",5.29616904258728,0.81836194,0.9816841
"Microsoft has described the technology as "" a brand new client platform for building smart , connected , media rich applications in Longhorn . ""","Microsoft calls it : "" A brand new client platform for building smart , connected , media-rich applications in Longhorn . ""","Microsoft has described the technology as "" a brand novel client platform for building hurt , connected , media friend_francie_vos applications inch Longhorn . """,7.278952121734619,0.8391431,0.89129895
It is rare for a legal challenge to occur before a bill becomes law .,Experts say legal challenges are rare before a bill becomes law .,It is rare for a legal challenge to occur ahead a bill becomes law .,1.8869109153747559,0.885733,0.97638094
"St. Paul Chairman and Chief Executive Jay S. Fishman , 51 , will be CEO of the combined company .","Jay Fishman , 51 , chairman and chief executive of St Paul , will be chief executive of the combined company .","St. Paul Chairman and Chief Executive Jay S. Fishman , 51 , will were CEO connected the combined company .",1.9402198791503906,0.9080189,0.9511658
""" It should have reported that it was sailing with an atomic bomb cargo , "" Anomeritis said , referring to the quantity of explosives on board .",""" It should have declared that it was sailing with a cargo that was like an atomic bomb , "" said Anomeritis .",""" It should `_ve reported that it was sailing write_legibly an atomic bomb cargo , "" Anomeritis said , referring to the quantity connected explosives into board .",1.8323700428009033,0.81684685,0.9073949
"Mr. Bergonzi was the finance chief from 1995 until his departure in 1999 , and was intimately involved in the alleged scheme to pump up Rite Aid 's earnings .","Mr. Bergonzi was the chief financial officer from 1995 until his departure , and was intimately involved in many of the alleged schemes to pump up Rite Aid 's earnings .","Mr. Bergonzi was the finance chief inthe 1995 until his departure inch 1999 , and was intimately involved inch the alleged scheme to pump raised Rite Aid 's earnings .",1.9991545677185059,0.8950577,0.9450866
"The Aspen Fire had charred more than 12,400 acres by today on Mount Lemmon just north of Tucson , and more than 250 homes had been destroyed .","The fire has so far charred 11,400 acres on Mount Lemmon just north of Tucson , and more than 250 homes have been destroyed .","The Aspen blazes had charred more than 12,400 acres side today into Mount Lemmon just north connected Tucson , and more than 250 homes had been destroyed .",2.082390069961548,0.8467262,0.9401394
They said he would be open to letting that license go to the city of Chicago .,Schafer said the governor would be open to offering that last license for a riverboat in Chicago .,they said he would were closes to letting that license comes to the metropolis connected Chicago .,2.7725772857666016,0.5717014,0.91320443
"It argued that such access "" is not required by domestic or international law and should not be treated as a precedent . ""","The Pentagon statement said that allowing Hamdi access to a lawyer "" is not required by domestic or international law and should not be treated as a precedent . ""","It argued that such access "" is not required side domestic or international law and should not were treated as a precedent . """,0.9090373516082764,0.64860517,0.9651189
"The male eagle was found by a zookeeper early Thursday , suffering from severe puncture wounds in his abdomen .","The 21-year-old eagle , found by a zookeeper early Thursday , had severe puncture wounds to his abdomen and back , spokeswoman Julie Mason said .","The male eagle was found side a zookeeper inchoate Thursday , suffering inthe severe puncture wounds inch his abdomen .",1.8165011405944824,0.83331436,0.9372505
He served as a marine in the Second World War and afterward began submitting articles to magazines .,"After serving as a marine in World War II , he began submitting articles to magazines .",He served as a marine inch the Second World War and afterward began submitting articles to magazines .,0.4161696434020996,0.92032856,0.9687925
"In Taiwan , the capital 's mayor and other officials handed out free thermometers in a islandwide ``take-your-temperature ' ' campaign Sunday , amid evidence that containment efforts were also paying off .","In Taiwan , officials handed out free thermometers in an island-wide ``take-your-temperature ' ' campaign amid signs containment efforts were paying off .","inch Taiwan , the capital 's mayor and other officials handed forbidden free thermometers inch a islandwide ``take-your-temperature ' ' campaign Sunday , amid evidence that containment efforts were also paying cancelled .",2.1822495460510254,0.7755311,0.8339716
"American forces here organized the elections , which officials say are important steps toward establishing democracy in Iraq .","U.S. forces organized the elections , which officials said were a step toward establishing democracy in the nation .","American forces here organized the elections , which officials argue are profound steps toward establishing democracy inch Iraq .",2.0662405490875244,0.7724744,0.9142587
""" If draining the ponds in Maryland will help further establish [ his ] innocence , we welcome it .","If draining the ponds in Maryland will further help establish Steve 's innocence , we welcome it . """,""" If draining the ponds inch Maryland will helping further establish [ his ] innocence , we welcome it .",1.399949073791504,0.8338679,0.9660875
"But Cruz resembled a police sketch of the suspect and had injuries consistent with what police expected from the struggle he had with the girl 's mother , Lansdowne said .","Cruz looked like a police sketch of the suspect and had injuries consistent with what police expected from the struggle he had with Jennette 's mother , Chief William Lansdowne said .","But Cruz resembled a police sketch connected the suspect and had injuries consistent write_legibly what police expected inthe the struggle he had write_legibly the girl 's aunt , Lansdowne said .",3.2316014766693115,0.694241,0.772449
"A number below 50 suggests contraction in the manufacturing sector , while a number above that indicates expansion .","A reading above 50 suggests growth in the sector , while a number below that level indicates contraction .","A number infra 50 suggests contraction inch the manufacturing sector , while a number beyong that indicates expansion .",2.73193097114563,0.77252626,0.90031105
Half of the women were given a daily dose of the drug and half took a placebo .,Half the women received a daily tablet of the combination oestrogen plus progestin while the rest were given a placebo .,Half connected the women were given a daily dose connected the drug and half took a placebo .,1.2998018264770508,0.69946676,0.93708146
"Mr. Bloomberg later told reporters that the agreement "" will be a compromise , like the real world requires . """,""" It will be a compromise , like the real world requires , "" he said .","Mr. Bloomberg later told reporters that the agreement "" will were a compromise , probably the real world requires . """,1.1993026733398438,0.66725487,0.9717844
"IBM is also "" pursuing membership in the group "" and plans to be an active participant , according to the CELF statement .",CELF said IBM is pursuing membership and plans to be an active participant in the forum .,"IBM is also "" pursuing membership inch the group "" and plans to were an active participant , according to the CELF statement .",1.0998609066009521,0.78036916,0.93895924
"Through Thursday , Oracle said 34.75 million PeopleSoft shares had been tendered .","Some 34.7 million shares have been tendered , Oracle said in a statement .","through Thursday , Oracle said 34.75 million PeopleSoft shares had been tendered .",0.4661905765533447,0.80084825,0.9999999
The FBI is trying to determine when White House officials and members of the vice president ’ s staff first focused on Wilson and learned about his wife ’ s employment at the agency .,The FBI is trying to determine when White House officials and members of the vice president 's staff focused on Wilson and learned about his wife 's employment .,The FBI is trying to determine when light townhome officials and members connected the vice president ’ s staff first focused into Wilson and learned around his wife ’ s employment at the agency .,4.2773120403289795,0.84747076,0.86341804
The face of President Saddam Hussein was added to Iraqi currency after the 1991 Gulf War .,Saddam 's portrait was added to Iraq 's currency after the Gulf War .,The face connected President Saddam Hussein was added to Iraqi currency following the 1991 Gulf War .,1.1225996017456055,0.8390788,0.9788181
"The Nikkei average ended trading down 1.83 percent at 10,310.04 , a four-week low .","The Nikkei average .N225 was down 1.83 percent or 192.25 points at 10,310.04 , its lowest close since August 28 .","The Nikkei average_nihon_jp_ni### ended trading blue 1.83 percent at 10,310.04 , a four-week low .",1.4975130558013916,0.6212074,0.79865545
That exploit works on unpatched Windows 2000 machines with Service Pack 3 and 4 .,Both Counterpane and iDefense contend that the exploit works effectively against Windows 2000 systems running Service Pack 3 and 4 .,That exploit works into unpatched Windows 2000 machines write_legibly Service Pack 3 and 4 .,0.8810725212097168,0.8256367,0.9156562
"The center has a budget of $ 45 million , most of which will be spent on research and testing , Bridges said .","The safety center has a $ 45 million budget for its first year , much of which will be spent on tests and analyses .","The center has a budget connected $ 45 million , most connected which will were spent into research and testing , Bridges said .",1.828218698501587,0.6619301,0.9462833
""" For me , the Lewinsky imbroglio seemed like just another vicious scandal manufactured by political opponents , "" according to extracts released yesterday .",""" For me , the Lewinsky imbroglio seemed like just another vicious scandal manufactured by political opponents , "" Mrs Clinton writes .",""" For me , the Lewinsky imbroglio seemed probably just another vicious scandal manufactured side political opponents , "" according to extracts released yesterday .",1.0914294719696045,0.86809635,0.9869108
The study was presented yesterday in Chicago at the annual meeting of the Radiological Society of North America .,Both sets of findings were presented Monday at the annual meeting of the Radiological Society of North America in Chicago .,The surveys was presented yesterday inch Chicago at the annual meeting connected the Radiological Society connected North America .,2.411728620529175,0.7736528,0.81660485
""" The impact of increased prices has only begun to be seen in the financial numbers of the company , "" Noranda president and chief executive officer Derek Pannell said .",""" The impact of increased prices has only begun to be seen in the financial numbers of the company , "" president and CEO Derek Pannell said in a statement .",""" The impact connected increased prices has only begun to were seen inch the financial numbers connected the company , "" Noranda president and chief executive officer Derek Pannell said .",1.8141095638275146,0.82427955,0.86398065
"In exchange , North Korea would be required to end its nuclear weapons program .",""" In return we expect North Korea to give up nuclear weapons . ""","inch exchange , North Korea would were required to end its nuclear weapons program .",1.207437515258789,0.585467,0.85642755
Thousands of people in the South of England caught a glimpse of a lunar eclipse as they gazed up at the sky on Saturday night .,Thousands of people in the South of England caught a glimpse of the lunar eclipse as they gazed up at the night sky early today .,Thousands connected people inch the South connected England caught a glimpse connected a lunar eclipse as they gazed raised at the flip into Saturday nighttime .,5.326648950576782,0.846382,0.8556033
"It is a national concern that will touch virtually every American , "" Abraham said .","The impact of natural-gas shortages "" will touch virtually every American , "" Energy Secretary Spencer Abraham warned yesterday .","It is a national concern that will touch virtually every American , "" Abraham said .",0.0,0.6678941,1.0
It will also unveil a version of its Windows Server 2003 operating system tuned specifically for storage devices .,"It also unveiled an update to its Windows Server 2003 operating system , which is tuned specifically for storage devices .",It will also unveil a version connected its Windows Server 2003 operating system tuned specifically for storage devices .,0.4522359371185303,0.7967783,0.97313637
"At 12 , Lionel Tate was charged with first-degree murder over the death of Tiffany Eunick .","Tate was 12 when he was charged with beating Tiffany Eunick , 6 , to death in July 1999 .","at 12 , Lionel Tate was charged write_legibly first-degree murder across the death connected Tiffany Eunick .",1.8609821796417236,0.73780155,0.9395716
"Now , nearly two years later , Mallard prepares for trial on charges of murder and tampering with evidence .","Chante Jawaon Mallard , 27 , is charged with murder and tampering with evidence .","Now , nearly two years later , Mallard prepares for trial into charges connected murder and tampering write_legibly evidence .",1.5666985511779785,0.68147683,0.93399566
"In Nairobi , Kenya , the Very Rev. Peter Karanja , provost of All Saints Cathedral , said the U.S. Episcopal Church "" is alienating itself from the Anglican Communion . ""","The Episcopal Church ' ' is alienating itself from the Anglican Communion , ' ' said the Very Rev. Peter Karanja , provost of the All Saints Cathedral , in Nairobi .","inch Nairobi , Kenya , the Very Rev. Peter Karanja , provost connected All Saints Cathedral , said the U.S. Episcopal Church "" is alienating itself inthe the Anglican Communion . """,1.5155525207519531,0.8936731,0.9620514
"Recall backers say they have collected 1,600,000 signatures , approaching twice the 897,158 needed to force an election .",Recall proponents say they have turned in nearly twice the number of necessary signatures .,"Recall backers argue they `_ve collected 1,600,000 signatures , approaching twice the 897,158 needed to force an election .",1.3853061199188232,0.7273855,0.97928244
Selenski had previously spent seven years in prison on a bank robbery conviction .,Selenski had served about seven years in prison for bank robbery .,Selenski had previously spent seven years inch prison into a deposit robbery conviction .,1.4640209674835205,0.904189,0.95719033
The decision was among the most significant steps toward deregulation undertaken during the Bush administration .,The decision is among the far-reaching deregulatory actions made during the Bush administration .,The decision was among the most significant steps toward deregulation undertaken preceding the Bush administration .,1.0662529468536377,0.7451265,0.98686385
""" For us , that doesn 't make a difference - the sexual orientation , "" Archbishop Tutu said in the black urban centre of Soweto .",""" For us that doesn 't make a difference , the sexual orientation , "" Tutu told Reuters Television in South Africa 's sprawling Soweto township .",""" For usa , that doesn 't made a difference - the sexual orientation , "" Archbishop Tutu said inch the women_dating_interracially urban centre connected Soweto .",2.548278331756592,0.7380029,0.8602506
"Sony 's portfolio gives subscribers a variety of personalized services including the ability to download and experience images , ring tones , music videos and other music entertainment services .","Sony Music 's portfolio of products and services currently enable carriers to offer subscribers the ability to download images , ring tones , music videos and other entertainment services .","Sony 's portfolio gives subscribers a variety connected personalized services including the ability to download and experience images , ring tones , music videos and other music entertainment services .",0.4672665596008301,0.8440975,0.9960147
"He said the local organized crime police were investigating a suspect , but he would not confirm if it was the 24-year-old cited by Bitdefender .","He said the local organized crime police were investigating a suspect , but he would not say if it was Ciobanu .","He said the local organized crime police were investigating a suspect , but he would not confirm if it was the 24-year-old cited side Bitdefender .",0.4178156852722168,0.5576087,0.9727774
Big Blue says the SEC calls the action a fact-finding investigation and has not reached any conclusions related to this matter .,The SEC specifically advised IBM that this is a fact-finding investigation and that it has not reached any conclusions related to this matter .,greatest grim says the SEC calls the action a fact-finding investigation and has not reached any conclusions related to this matter .,1.0478882789611816,0.72986233,0.824441
"They were held under Section 41 of the Terrorism Act 2000 on suspicion of involvement in the commission , preparation or instigation of acts of terrorism .","Badat was arrested under section 41 of the Terrorism Act “ on suspicion of involvement in the commission , preparation or instigation of acts of terrorism , ” Scotland Yard confirmed .","they were held aditya_bhandarkar Section 41 connected the Terrorism Act 2000 into suspicion connected involvement inch the commission , preparation or instigation connected acts connected terrorism .",3.9672205448150635,0.4416844,0.8608305
"Starting on Saturday , every computer infected with MSBlast is expected to start flooding Microsoft 's Windows Update service with legitimate-looking connection requests .","Starting on Aug. 16 , every computer infected with MBlast will start flooding Microsoft 's Windows Update service with legitimate-looking connection requests .","Starting into Saturday , every computer infected write_legibly MSBlast is expected to begin flooding Microsoft 's Windows Update service write_legibly legitimate-looking connection requests .",1.9235873222351074,0.7488656,0.87839425
"Florida 's Third District Court of Appeal saidon Wednesdaythe original proceedings were "" irretrievably tainted "" by misconduct by lawyers representing the class .",Florida ’ s Third District Court of Appeal said on Wednesday the original proceedings were “ irretrievably tainted ” by misconduct by attorneys for the class .,"Florida 's Third District Court connected Appeal saidon Wednesdaythe original proceedings were "" irretrievably tainted "" side misconduct side lawyers representing the faithfully_fit_exercise .",1.959686279296875,0.8839147,0.90553033
"In addition , the committee noted , "" while spending is firming , the labour market has been weakening "" .",""" The evidence accumulated over the intermeeting period confirms that spending is firming , although the labor market has been weakening .","inch addition , the committee noted , "" while spending is firming , the labour market has been weakening "" .",0.54526686668396,0.7191353,0.8756626
Nigeria and other African oil producers are increasingly important in U.S. plans to lessen dependence on Middle Eastern suppliers for its energy security .,Nigeria and other African producers are increasingly important in the former Texas oilman 's plans to lessen dependence on Middle Eastern suppliers for energy security .,Nigeria and other African oil producers are increasingly profound inch U.S. plans to lessen dependence into Middle Eastern suppliers for its energy security .,1.5832698345184326,0.8692662,0.9602533
While many likely now will quit – as millions of women already have – Soltes said she likely will continue to prescribe the supplements for relief of change-of-life symptoms .,While many likely now will quit - as millions of women already have - Soltes said she is likely to continue prescribing the supplements for relief of change-of-life symptoms .,While many likely now will quit – as millions connected women already `_ve – Soltes said she likely will continue to prescribe the supplements for relief connected change-of-life symptoms .,1.3846986293792725,0.9531224,0.9641093
"Ursel Reisen confirmed it operated the coach , but gave no details other than to say the passengers were of mixed ages .","Ursel Reisen confirmed it had been operating the coach , but declined to give details of the passengers other than to say they were of mixed ages .","Ursel Reisen confirmed it operated the coach , but gave no details other than to argue the passengers were connected mixed ages .",0.8846197128295898,0.9183496,0.98084384
The judge also refused to postpone the trial date of Sept . 29 .,Obus also denied a defense motion to postpone the Sept . 29 trial date .,The judge also refused to postpone the trial date connected Sept . 29 .,0.4144110679626465,0.6429388,0.98311627
"Under the proposal , Slocan shareholders will get 1.3147 Canfor shares for each common share .","Under a proposed plan of arrangement , Slocan shareholders will receive 1.3147 Canfor shares for every Slocan share they own .","aditya_bhandarkar the proposal , Slocan shareholders will drive 1.3147 Canfor shares for each common share .",0.9500861167907715,0.8993095,0.93688273
"The day after Wilkie resigned , Howard said in a televised address that Iraq possessed "" chemical and biological weapons capable of causing death and destruction on a mammoth scale "" .","In a televised address back in March , Mr Howard declared Iraq had weapons capable of "" causing death and destruction on a mammoth scale "" .","The day following Wilkie resigned , Howard said inch a televised address that Iraq possessed "" chemical and biological weapons capable connected causing death and destruction into a mammoth scale "" .",2.0966198444366455,0.7890227,0.9579146
"Earlier on Monday , Grant Thornton SpA repeated previous statements that it was "" a victim of fraudulent action "" .",Grant Thornton claims that it too was the “ victim ” of a fraud .,"Earlier into Monday , Grant Thornton SpA repeated previous statements that it was "" a victim connected fraudulent action "" .",0.9898579120635986,0.75986195,0.9775752
"All three were studied for fingerprints , DNA and other traces of evidence , but prosecutors have not yet testified to what , if anything , they yielded .","All three were studied for fingerprints , DNA and other traces of evidence , but there has been no testimony yet about what the tests might have yielded .","All three were studied for fingerprints , DNA and other traces connected evidence , but prosecutors `_ve not yet testified to what , if anything , they yielded .",1.3116939067840576,0.8873481,0.9865955
J.D. Edwards shareholders will receive 0.86 of a share of PeopleSoft for each share of J.D. Edwards .,"Shareholders will get 0.86 PeopleSoft share , or $ 13.11 , for each J.D. Edwards share , based on recent trading prices .",J.D. Edwards shareholders will receive 0.86 connected a share connected PeopleSoft for each share connected J.D. Edwards .,1.3466417789459229,0.7898426,0.9003218
"That failure to act contributed to September the 11th and the failure to act today continues ( to put ) Americans in a vulnerable circumstance , "" Graham said .",""" That failure to act contributed to September 11 and the failure to act today continues [ to put ] Americans in a vulnerable circumstance , "" said Graham .","That failure to act contributed to September the 11th and the failure to act today continues ( to lay ) Americans inch a vulnerable circumstance , "" Graham said .",1.3833887577056885,0.95375335,0.98004055
"The Intel C + + Compiler for Platform Builder for Microsoft .NET is available for the suggested list price of $ 1,499 and is intended for OEM and system integrator use .","The Intel C + + Compiler for Platform Builder for Microsoft Windows CE.Net is available for $ 1,499 and is intended for use by device manufacturers and systems integrators .","The Intel C + + Compiler for Platform Builder for Microsoft .NET is available for the suggested list price connected $ 1,499 and is intended for OEM and system integrator utilized .",1.0660014152526855,0.9097547,0.9964545
""" There were , "" said board member and Nobel-prize winning Stanford physicist Douglas Osheroff , "" some extremely bad decisions .","Board member Douglas Osheroff , a Nobel-prize winning Stanford physicist , said : "" There were some extremely bad decisions .",""" thither were , "" said board member and Nobel-prize winning Stanford physicist Douglas Osheroff , "" some extremely avert decisions .",0.9657659530639648,0.8278907,0.8389471
He later learned that the incident was caused by the Concorde 's sonic boom .,He later found out the alarming incident had been caused by Concorde 's powerful sonic boom .,He later learned that the incident was caused side the Concorde 's sonic boom .,0.4162774085998535,0.8839328,0.9814707
"Zulifquar Ali , a worshiper slightly wounded by shrapnel , said the attackers first targeted the mosque 's guards .","Witness Zulfiqar Ali , who was slightly wounded by shrapnel , said the attackers had focused on the mosque 's guards .","Zulifquar Ali , a worshiper slightly wounded side shrapnel , said the attackers first targeted the mosque 's guards .",0.4333646297454834,0.8098216,0.9947753
He said the problem needs to be corrected before the space shuttle fleet is cleared to fly again .,He said the prob lem needs to be corrected before the space shuttle fleet flies again .,He said the problem needs to were corrected ahead the space shuttle fleet is cleared to flown again .,1.2991783618927002,0.68279624,0.9802297
""" We make no apologies for finding every legal way possible to protect the American public from further terrorist attack , "" Barbara Comstock said .",""" We make no apologies for finding every legal way possible to protect the American public from further terrorist attacks , "" said Barbara Comstock , Ashcroft 's press secretary .",""" We made no apologies for finding every legal way possible to protects the American public inthe further terrorist attack , "" Barbara Comstock said .",1.5163578987121582,0.87568784,0.9796889
"Since March 11 , when the market 's major indices were at their lowest levels since hitting multi-year lows in October , the tech-laden Nasdaq has climbed nearly 20 per cent .","Since March 11 , when the markets major indexes were at their lowest levels since hitting multiyear lows in October , the tech-laden Nasdaq has climbed nearly 20 percent .","Since March 11 , when the market 's major indices were at their lowest levels since hitting multi-year lows inch October , the tech-laden Nasdaq has climbed nearly 20 per cent .",1.1326844692230225,0.9643726,0.99809486
"The two men , whose names were not released , both were using Pakistani passports and were seen together at the airport earlier in the evening , police said .","The men had Pakistani passports and reportedly were seen together at the airport earlier in the evening , law enforcement sources said .","The two men , whose names were not released , both were using Pakistani passports and were seen together at the airport earlier inch the saturday , police said .",1.4350528717041016,0.9099035,0.99506843
""" We 've put a lot of effort and energy into improving our patching progress , probably later than we should have .",""" We have put a lot of energy into patching , later than we should have , "" he said .",""" We 've lay a lot connected effort and energy thru improving our patching progress , probably later than we should `_ve .",1.728633165359497,0.7593568,0.92839086
Rebels sought to consolidate their grip on a troubled northeastern Congolese town Tuesday after a week of fighting that killed at least 112 people .,Rebels consolidated their grip on a troubled northeastern Congolese town Tuesday as residents identified at least 112 dead after a week of fighting .,Rebels sought to consolidate their grip into a troubled northeastern Congolese town Tuesday following a week connected fighting that killed at least 112 people .,1.967127799987793,0.9206141,0.9933365
"After their arrests , the men told investigators they paid to be smuggled into Blaine , Wash . , from Canada last month , two sources said .","After their arrests , the men told investigators they paid to be smuggled into the United States from Canada last month .","following their arrests , the men told investigators they paid to were smuggled thru Blaine , Wash . , inthe Canada last month , two sources said .",2.4993295669555664,0.758059,0.97876626
""" We can 't change the past , but we can do a lot about the future , "" Sheehan said at a news conference Wednesday afternoon .",""" We can 't change the past , but we can do a lot about the future , "" Sheehan said hours after arriving in Phoenix .",""" We can 't change the past , but we can necessary_blawn a lot around the future , "" Sheehan said at a news conference Wednesday afternoon .",1.3428313732147217,0.7898537,0.86864495
"Subsequently , some bondholders have filed suit to block the exchange offer .",Bondholders of Mirant Americas Generation subsequently filed suit against Mirant seeking to block the exchange offer .,"Subsequently , some bondholders `_ve filed suit to block the exchange offer .",0.5215373039245605,0.7435975,0.96821654
Officer Evans did not respond to requests for an interview last week .,Officer Evans had declined written and telephone requests for an interview .,Officer Evans did not respond to requests for an interview last week .,0.0,0.78517115,0.9999999
"In his new position , Dynes will earn $ 395,000 , a significant increase over Atkinson 's salary of $ 361,400 .","Dynes will be paid $ 395,000 a year ; Atkinson 's salary is $ 361,400 .","inch his novel position , Dynes will earn $ 395,000 , a significant increase across Atkinson 's salary connected $ 361,400 .",1.9173905849456787,0.86263895,0.9294441
Schering-Plough shares fell 72 cents to close at $ 18.34 on the New York Stock Exchange .,"The shares fell 72 cents , or 3.8 percent , to $ 18.34 Monday on the New York Stock Exchange .",Schering-Plough shares fell 72 cents to close at $ 18.34 into the novel York Stock Exchange .,1.6164162158966064,0.7613784,0.993225
Defense Secretary Donald Rumsfeld and other top Pentagon officials downplayed Wallace 's comments .,"The Defence Secretary , Donald Rumsfeld , and other top Pentagon officials played down his comments .",Defense Secretary Donald Rumsfeld and other top Pentagon officials downplayed Wallace 's comments .,0.0,0.79497063,1.0000002
"One , Fort Carson-based Sgt. Ernest Bucklew , 33 , was on his way home to attend his mother 's funeral in Pennsylvania , relatives said .","Sgt. Ernest Bucklew , 33 , was coming home from Iraq to bury his mother in Pennsylvania .","One , Fort Carson-based Sgt. Ernest Bucklew , 33 , was into his way plate to attend his aunt 's funeral inch Pennsylvania , relatives said .",2.0981204509735107,0.7285041,0.8720131
"And "" although the preconditions for recovery remain in place , "" it said the prospects for British exports were "" weaker than previously expected . """,""" Although the preconditions for recovery remain in place , the prospect for external demand for UK output is weaker than previously expected . ""","And "" although the preconditions for recovery remain inch locales , "" it said the prospects for British exports were "" weaker than previously expected . """,0.8832783699035645,0.7604728,0.93450403
"Israel 's defense minister on Sunday raised the specter of an Israeli invasion in the Gaza Strip , where Palestinian militants already face a deadly air campaign .","Shaul Mofaz , Israel 's Defence Minister , raised the prospect of a ground offensive into the Gaza Strip , in addition to a growing air campaign to assassinate Hamas militants .","Israel 's defense minister into Sunday raised the specter connected an Israeli invasion inch the Gaza Strip , where Palestinian militants already face a deadly air campaign .",1.2825233936309814,0.5902642,0.9560113
"But Odette is the first to form over the Caribbean Sea in December , the Center said .",It is the first named storm to develop in the Caribbean in December .,"But Odette is the first to form across the Caribbean trade inch December , the Center said .",1.434436559677124,0.5144561,0.87071615
"Announced last week , Apple 's iTunes Music Store has sold over 1 million songs in the first week , the company announced on Monday .","Apple Computer 's new online music service sold more than 1 million songs during its first week of operation , the company said Monday .","Announced last week , Apple 's iTunes Music Store has sold across 1 million songs inch the first week , the company announced into Monday .",1.6486365795135498,0.756173,0.90761465
""" Such communication will help adult smokers make more informed choices , "" company vice president Richard Verheij told a House Energy and Commerce subcommittee at a separate hearing .",""" Such communication will help adult smokers make more informed choices , "" company vice president Richard Verheij told a separate hearing , before a House Energy and Commerce subcommittee .",""" Such communication will helping adult smokers made more informed choices , "" company vice president Richard Verheij told a townhome Energy and Commerce subcommittee at a separate hearing .",1.9314193725585938,0.97836053,0.98679507
"After their arrests , the men told investigators they paid to be smuggled into the United States from Canada last month .","After their arrests , sources said the men admitted they were smuggled into Washington state from Canada in July .","following their arrests , the men told investigators they paid to were smuggled thru the United States inthe Canada last month .",2.5326125621795654,0.7283615,0.97693694
The Production Index rose by 1.4 percentage points from 51.5 percent in May to 52.9 percent in June .,The production index rose to 52.9 percent from 51.5 percent in May .,The Production Index rose side 1.4 percentage points inthe 51.5 percent inch May to 52.9 percent inch June .,2.155282735824585,0.7719085,0.88026726
"Germany , another opponent of the war currently on the U.N. Security Council , has moved closer to the United States , and did not insist on a timetable Monday .","Germany , another opponent of the war currently on the U.N. Security Council , in recent weeks has moved closer to Washington and did not insist on a timetable .","Germany , another opponent connected the war currently into the U.N. Security Council , has moved closer to the United States , and did not insist into a timetable Monday .",1.3812084197998047,0.9202709,0.98297113
"Power5 , like Power4 , includes two processor cores in a single slice of silicon .","Like the Power4 , the Power5 contains two processor cores on one chip .","Power5 , probably Power4 , includes two processor cores inch a single slice connected silicon .",1.4278712272644043,0.8559822,0.92291003
"She said in 2003 , not one U.S. state had an obesity rate below 15 percent .","She said in 2003 , not one American state had an obesity level less than 15 percent of the population .","She said inch 2003 , not one U.S. state had an obesity rate infra 15 percent .",0.9902973175048828,0.8568007,0.8998535
"Special , sensitive light sensors pick up the telltale glow , he said .",A sensitive light detector then looks for the telltale blue glow .,"Special , sensitive amber_glow sensors pick raised the telltale glow , he said .",1.0613927841186523,0.6935061,0.88808686
