Parent Embedding,Synonym-1 Embedding,Synonym-2 Embedding,Synonym-3 Embedding,Synonym-4 Embedding,Synonym-5 Embedding
"[-0.08868912, 0.22676483, -0.2542267, -0.32513726, 0.26812974, 0.25180486, 0.321835, -0.29519337, 0.33313656, 0.081969686, -0.2795713, -0.23707023, -0.20920001, -0.24421015, 0.043843005, -0.3388658, -0.21536049, 0.12887108, 0.112731986, -0.0958425]","[-0.09907900356260434, 0.16862258157373244, -0.17921416469538776, -0.3353280232435869, 0.18029823098756648, 0.19719408086824466, 0.2900347179054044, -0.1398785805894479, 0.23255710564686816, -0.053632225946273135, -0.2795713, -0.23707023, -0.20920001, -0.24421015, 0.043843005, -0.3388658, -0.21536049, 0.12887108, 0.112731986, -0.0958425]","[0.04903935179641873, 0.14516023356134267, -0.14938221669277751, -0.315009608232497, 0.10071572517148439, 0.2297080176019255, 0.3367315320637801, -0.2234649738837402, 0.2180656518718503, -0.04086150241884244, -0.2795713, -0.23707023, -0.20920001, -0.24421015, 0.043843005, -0.3388658, -0.21536049, 0.12887108, 0.112731986, -0.0958425]","[-0.10022405103307234, 0.05890168144197702, -0.2624946155083923, -0.2813890490699636, 0.1700190437469435, 0.1649057976736593, 0.3213069721468976, -0.241189268514791, 0.2211020804679061, 0.04269122119611364, -0.2795713, -0.23707023, -0.20920001, -0.24421015, 0.043843005, -0.3388658, -0.21536049, 0.12887108, 0.112731986, -0.0958425]","[0.002309873057095027, 0.18182498295556973, -0.10738185902933456, -0.12687225608336394, 0.09324276768518075, 0.16842995183896936, 0.368295901245818, -0.4672387515489663, 0.17720354896732154, -0.007468843303948675, -0.2795713, -0.23707023, -0.20920001, -0.24421015, 0.043843005, -0.3388658, -0.21536049, 0.12887108, 0.112731986, -0.0958425]","[0.06351760008476816, 0.27685728216145056, -0.17619509497873287, -0.2073008870857601, 0.28161916147956273, 0.23506203402520542, 0.4557116138745568, -0.13474438183120652, 0.15968866197607368, 0.2729676269019882, -0.2795713, -0.23707023, -0.20920001, -0.24421015, 0.043843005, -0.3388658, -0.21536049, 0.12887108, 0.112731986, -0.0958425]"
"[-0.1995334, 0.23064311, 0.28255388, 0.18796942, 0.28186843, 0.2214445, 0.21485451, -0.2047083, 0.24322242, -0.24655752, -0.23112772, -0.2174589, 0.24576683, 0.2952226, 0.23586006, 0.23087725, 0.23070784, 0.19233043, 0.18383794, 0.19716282]","[-0.028364768132203316, 0.06109571472594369, 0.3729259366732204, 0.13022846898808615, 0.31978189894947, 0.13257732090078372, 0.13024546556935857, -0.21553679655452632, 0.04644124122465057, -0.1956059060853181, -0.23112772, -0.2174589, 0.24576683, 0.2952226, 0.23586006, 0.23087725, 0.23070784, 0.19233043, 0.18383794, 0.19716282]","[-0.3190032721539663, 0.15449894782714207, 0.2227353145810846, 0.24979114515051404, 0.27508649703645455, 0.26495674217016985, 0.10858310055524464, -0.23780345749697016, 0.15759294329814835, -0.08727793007202142, -0.23112772, -0.2174589, 0.24576683, 0.2952226, 0.23586006, 0.23087725, 0.23070784, 0.19233043, 0.18383794, 0.19716282]","[-0.25547624796387836, 0.24868488430468444, 0.1585138033431644, 0.17617076474966367, 0.21294960684573938, 0.3588739196975656, 0.03314350935860394, -0.1260126894318359, 0.2746387764427175, -0.18777977784330843, -0.23112772, -0.2174589, 0.24576683, 0.2952226, 0.23586006, 0.23087725, 0.23070784, 0.19233043, 0.18383794, 0.19716282]","[-0.1975390109386024, 0.18479679482002265, 0.3325671562375201, 0.19862909243816845, 0.3064714876148399, 0.1715771383141729, 0.18036749005104388, -0.198264528135052, 0.22035831169029227, -0.18521301187328912, -0.23112772, -0.2174589, 0.24576683, 0.2952226, 0.23586006, 0.23087725, 0.23070784, 0.19233043, 0.18383794, 0.19716282]","[-0.16651944605929023, 0.0999976457353999, 0.39740727441371126, 0.018703150414751984, 0.21327435727087266, 0.14022575493118838, 0.29395035640963757, -0.26130375674483586, 0.19388919137419514, -0.26892932629470845, -0.23112772, -0.2174589, 0.24576683, 0.2952226, 0.23586006, 0.23087725, 0.23070784, 0.19233043, 0.18383794, 0.19716282]"
"[-0.26731148, 0.26039797, 0.19025163, 0.24279909, 0.18627448, 0.1762711, 0.25887534, -0.23846833, 0.2663045, -0.27218026, -0.24060147, -0.21261825, 0.22558105, 0.15302618, 0.25485855, 0.24671917, 0.2197427, 0.2384725, 0.2792485, 0.2219792]","[-0.07272356200202573, 0.16879294554780452, 0.24580916518700824, 0.27976861117299195, 0.05939410217466051, 0.29295378954792595, 0.17679768298570317, -0.07800980438235439, 0.13134146066945784, -0.30652530400425404, -0.24060147, -0.21261825, 0.22558105, 0.15302618, 0.25485855, 0.24671917, 0.2197427, 0.2384725, 0.2792485, 0.2219792]","[-0.4196877548237281, 0.1356982140861872, 0.22296842341326928, 0.23560391089528737, 0.16293026984730657, 0.16303608871185737, 0.08100688102680054, -0.09870694773185307, 0.29743279325639993, -0.25614633392862196, -0.24060147, -0.21261825, 0.22558105, 0.15302618, 0.25485855, 0.24671917, 0.2197427, 0.2384725, 0.2792485, 0.2219792]","[-0.09413083954322915, 0.06196959626122692, 0.3674098907065071, 0.4174108685843028, 0.26333436941718713, -0.01753405818506562, 0.08611982331399437, -0.10795803337504101, 0.34687086415557994, -0.07770923455162865, -0.24060147, -0.21261825, 0.22558105, 0.15302618, 0.25485855, 0.24671917, 0.2197427, 0.2384725, 0.2792485, 0.2219792]","[-0.3574847095024497, 0.09414699215173294, 0.3802173299192615, 0.2098871224055143, 0.18383713733048604, 0.13826000525102553, 0.17880669637301183, -0.13962440240719282, 0.23125930848978016, -0.23630941105320546, -0.24060147, -0.21261825, 0.22558105, 0.15302618, 0.25485855, 0.24671917, 0.2197427, 0.2384725, 0.2792485, 0.2219792]","[-0.1639122540775021, 0.2520719994548605, 0.06853071186035453, 0.19845839238640978, 0.18676904582590617, 0.21797545356104403, 0.30916458153696486, -0.17478461393461453, 0.2809866466912524, -0.3577669722504766, -0.24060147, -0.21261825, 0.22558105, 0.15302618, 0.25485855, 0.24671917, 0.2197427, 0.2384725, 0.2792485, 0.2219792]"
"[-0.21172833, 0.17862678, -0.095296405, -0.312694, 0.2938309, 0.2678241, 0.06596025, 0.0014425493, -0.33606184, -0.26937357, -0.056267206, -0.25536618, 0.32534844, -0.2673513, 0.2961977, -0.19890358, -0.32408816, 0.1537102, -0.064906925, -0.26449418]","[-0.19743853442914208, -0.006573909391852428, -0.01730725454158441, -0.19921245325307557, 0.27750762933049145, 0.09311898074901084, 0.07304195057394408, 0.07853120311252405, -0.20460029234926236, -0.16062414293929278, -0.056267206, -0.25536618, 0.32534844, -0.2673513, 0.2961977, -0.19890358, -0.32408816, 0.1537102, -0.064906925, -0.26449418]","[-0.11526779790714012, 0.30567853308716963, 0.019437804640006967, -0.29926293735163695, 0.14755644951841648, 0.1363300137090105, -0.0258772119974046, 0.13981196917792546, -0.16716435914694971, -0.09257758800294386, -0.056267206, -0.25536618, 0.32534844, -0.2673513, 0.2961977, -0.19890358, -0.32408816, 0.1537102, -0.064906925, -0.26449418]","[-0.11345744295634838, 0.0586742413690832, -0.1000143968706112, -0.3600894257656666, 0.14599153109587806, 0.10606665685012617, 0.15366427799330196, 0.1487970220783709, -0.263458941509163, -0.07326972826373279, -0.056267206, -0.25536618, 0.32534844, -0.2673513, 0.2961977, -0.19890358, -0.32408816, 0.1537102, -0.064906925, -0.26449418]","[-0.04473676555050962, 0.03635817895649954, -0.001370034400511061, -0.3432932078381013, 0.3401709889889766, 0.15739577542827454, -0.0559438205655437, -0.06157420117098607, -0.20904530382912911, -0.11488198248648007, -0.056267206, -0.25536618, 0.32534844, -0.2673513, 0.2961977, -0.19890358, -0.32408816, 0.1537102, -0.064906925, -0.26449418]","[-0.12616505679573284, -0.01544332751631372, -0.0022537839853228048, -0.11301912205015258, 0.19873795456796828, 0.19499505477535906, -0.10972329727186197, -0.15882132121854917, -0.34918332421564574, -0.2589872222010379, -0.056267206, -0.25536618, 0.32534844, -0.2673513, 0.2961977, -0.19890358, -0.32408816, 0.1537102, -0.064906925, -0.26449418]"
"[0.30532277, -0.22942984, -0.26405057, 0.2866256, 0.01850576, 0.16516453, 0.18926032, -0.26512054, -0.2699331, -0.068972304, 0.18404512, -0.23088509, 0.33625442, -0.2933374, 0.11130349, 0.3621809, -0.20950902, -0.2923849, 0.1914498, 0.03522879]","[0.13967685180412096, -0.13251146118029067, -0.12896241220305144, 0.2704683850715672, 0.16326312601880674, -0.02987020280923447, 0.04903363990175702, -0.10215021888020931, -0.3801182199897225, 0.012755641950212102, 0.18404512, -0.23088509, 0.33625442, -0.2933374, 0.11130349, 0.3621809, -0.20950902, -0.2923849, 0.1914498, 0.03522879]","[0.3519963771888984, -0.03886631636811044, -0.19078954957492245, 0.16869304463714263, 0.07571172475725126, 0.06773421912538964, 0.30124782343809164, -0.18865738790522163, -0.1330402974109674, -0.23119794086441647, 0.18404512, -0.23088509, 0.33625442, -0.2933374, 0.11130349, 0.3621809, -0.20950902, -0.2923849, 0.1914498, 0.03522879]","[0.23411073128099769, -0.0718379722097029, -0.3110545178978533, 0.32648939670157373, -0.13128595315897865, 0.14776835639374422, 0.14240226089203592, -0.3236109127518719, -0.11877575983817373, -0.004401686362375826, 0.18404512, -0.23088509, 0.33625442, -0.2933374, 0.11130349, 0.3621809, -0.20950902, -0.2923849, 0.1914498, 0.03522879]","[0.29469251502164856, -0.39055378775858485, -0.09805954034991365, 0.22934524796044517, 0.0976277289250735, 0.1923059594013032, 0.11473210101331502, -0.23555917502356358, -0.18752913396158682, 0.10506801064055342, 0.18404512, -0.23088509, 0.33625442, -0.2933374, 0.11130349, 0.3621809, -0.20950902, -0.2923849, 0.1914498, 0.03522879]","[0.20056991741817298, -0.14759736040399463, -0.12214727994147517, 0.401254170428413, 0.06884116694261845, 0.006354623450347513, 0.25602941346810404, -0.3507192256136524, -0.10239560848362567, -0.17986046440555364, 0.18404512, -0.23088509, 0.33625442, -0.2933374, 0.11130349, 0.3621809, -0.20950902, -0.2923849, 0.1914498, 0.03522879]"
"[0.01875522, -0.07700478, 0.23752311, 0.32119438, 0.2829406, 0.24655439, 0.1733249, 0.3923247, -0.3297031, 0.17591159, -0.18796945, 0.24999805, -0.38740438, 0.25963157, -0.100526184, 0.2842648, 0.11702544, 0.25966972, 0.24153154, -0.3182526]","[-0.08283919619104314, -0.09927142369925962, 0.06629174039954042, 0.23715390280413085, 0.13897842461667786, 0.16221803408918967, 0.08738458381306768, 0.385196747963936, -0.30915828566573333, 0.04763321840249718, -0.18796945, 0.24999805, -0.38740438, 0.25963157, -0.100526184, 0.2842648, 0.11702544, 0.25966972, 0.24153154, -0.3182526]","[0.1055259466124042, -0.1397427570430114, 0.18862497043225485, 0.4356155526957424, 0.1962035808065536, 0.09102821462916902, 0.10989289225643009, 0.21222697988564734, -0.1933141004473613, 0.24449109117195128, -0.18796945, 0.24999805, -0.38740438, 0.25963157, -0.100526184, 0.2842648, 0.11702544, 0.25966972, 0.24153154, -0.3182526]","[-0.016227124144773054, -0.25323586071232207, 0.15442588012419564, 0.2616899588724196, 0.20308594635964788, 0.39010387710170846, 0.062454499928797674, 0.34099622589386624, -0.32980844456707503, 0.07504602115861109, -0.18796945, 0.24999805, -0.38740438, 0.25963157, -0.100526184, 0.2842648, 0.11702544, 0.25966972, 0.24153154, -0.3182526]","[-0.12867710110333244, 0.10544858765282866, 0.07188380729263896, 0.303764849055673, 0.25431472053633514, 0.4371594189769015, 0.09344303996477145, 0.22236341596260373, -0.24411378853498872, 0.2982541589073772, -0.18796945, 0.24999805, -0.38740438, 0.25963157, -0.100526184, 0.2842648, 0.11702544, 0.25966972, 0.24153154, -0.3182526]","[0.1495103258753532, 0.09079650867273681, 0.09175977348256142, 0.318578882256379, 0.36430708251973815, 0.12081062701061826, 0.18134979374037574, 0.48626159251657025, -0.19347874681451088, 0.09249880270602434, -0.18796945, 0.24999805, -0.38740438, 0.25963157, -0.100526184, 0.2842648, 0.11702544, 0.25966972, 0.24153154, -0.3182526]"
"[-0.3212199, 0.14877743, -0.24180545, -0.22768916, 0.27631035, 0.25258565, 0.14893635, -0.070595145, -0.2877317, -0.337193, -0.006517792, -0.3243324, 0.25857267, -0.22519363, 0.16705787, 0.16649948, -0.25017175, 0.055750333, -0.20672558, -0.37461397]","[-0.15613919828340578, 0.0032278284046491357, -0.32544280754297394, -0.1764267718943633, 0.10426232217560391, 0.2538487168045662, 0.01993863887069769, -0.19284549618864974, -0.10875664497697812, -0.25474052695995897, -0.006517792, -0.3243324, 0.25857267, -0.22519363, 0.16705787, 0.16649948, -0.25017175, 0.055750333, -0.20672558, -0.37461397]","[-0.14641616842488442, 0.1288414503359332, -0.1413650077608156, -0.0441087498289251, 0.09299896656925405, 0.3179054966234784, 0.2631525096586891, -0.2546533642496813, -0.12310384632103, -0.2652908514904244, -0.006517792, -0.3243324, 0.25857267, -0.22519363, 0.16705787, 0.16649948, -0.25017175, 0.055750333, -0.20672558, -0.37461397]","[-0.2785404786647854, 0.1948939872986834, -0.12091002549760863, -0.04519386099927164, 0.3501811017787251, 0.25230567376087776, -0.0278722242960473, -0.0523326938899418, -0.20938606579856445, -0.17554093361405465, -0.006517792, -0.3243324, 0.25857267, -0.22519363, 0.16705787, 0.16649948, -0.25017175, 0.055750333, -0.20672558, -0.37461397]","[-0.13987548619656315, 0.24051925368877286, -0.0518127346387299, -0.19463819558273784, 0.11438455135370265, 0.16731202515399146, 0.2516951175161062, 0.0749394958113542, -0.1599227951292299, -0.39275947047265797, -0.006517792, -0.3243324, 0.25857267, -0.22519363, 0.16705787, 0.16649948, -0.25017175, 0.055750333, -0.20672558, -0.37461397]","[-0.30381852307148594, 0.1284267304619747, -0.1292903929118672, -0.20890044033361743, 0.23015363366393113, 0.0725294737283583, 0.26355700004293026, -0.09106543156360994, -0.28273328796851815, -0.15364468521729813, -0.006517792, -0.3243324, 0.25857267, -0.22519363, 0.16705787, 0.16649948, -0.25017175, 0.055750333, -0.20672558, -0.37461397]"
"[-0.014743194, 0.331172, 0.07816398, -0.34529233, 0.31775832, 0.2205324, -0.0019934156, -0.27139443, 0.22474205, -0.19959433, -0.10359229, 0.07724104, -0.21192041, -0.34275064, 0.11689171, -0.3008384, 0.3281499, 0.29756185, 0.2343809, -0.14728655]","[-0.10290217788151773, 0.15650654587733692, 0.15503745754705642, -0.16405684237648505, 0.20097338622504185, 0.12335119739844022, -0.1898719110824066, -0.28357540846633367, 0.3982453185037531, -0.09466135971495537, -0.10359229, 0.07724104, -0.21192041, -0.34275064, 0.11689171, -0.3008384, 0.3281499, 0.29756185, 0.2343809, -0.14728655]","[0.10679173118429187, 0.42079675846241604, -0.018720816081550212, -0.18888960011315364, 0.2820066041375423, 0.02123070325477877, 0.1970641277729968, -0.1683430439139314, 0.1425912488788545, -0.19557962204961296, -0.10359229, 0.07724104, -0.21192041, -0.34275064, 0.11689171, -0.3008384, 0.3281499, 0.29756185, 0.2343809, -0.14728655]","[-0.006137393500330003, 0.20572244142373808, 0.1888081104064546, -0.3299663463579515, 0.20866659500977036, 0.044832585274376835, -0.018679534405729954, -0.07509211518772352, 0.3925798963585989, -0.21947822523632693, -0.10359229, 0.07724104, -0.21192041, -0.34275064, 0.11689171, -0.3008384, 0.3281499, 0.29756185, 0.2343809, -0.14728655]","[-0.18185853950420267, 0.1348768779961198, 0.05381253436645844, -0.4324037473449047, 0.4174390354407568, 0.07197711297742793, -0.05368324861617022, -0.10039430033172203, 0.11867234433144559, -0.02072509891634733, -0.10359229, 0.07724104, -0.21192041, -0.34275064, 0.11689171, -0.3008384, 0.3281499, 0.29756185, 0.2343809, -0.14728655]","[-0.0515087874760856, 0.17586855148503344, 0.2476757981547942, -0.26989459689225614, 0.34676277655300003, 0.17334023716728295, 0.15331087247765524, -0.10812369927761512, 0.30148716834848366, -0.10742222875009061, -0.10359229, 0.07724104, -0.21192041, -0.34275064, 0.11689171, -0.3008384, 0.3281499, 0.29756185, 0.2343809, -0.14728655]"
"[0.08356665, 0.29080817, 0.044600084, 0.11702425, 0.31652716, -0.3634297, -0.09070228, -0.37019524, 0.27424374, 0.29204303, 0.24774717, -0.2520208, -0.061953463, 0.010281994, 0.077760965, 0.24082504, -0.29560125, 0.34182692, -0.2855255, -0.30382884]","[-0.07227596961644263, 0.11166414383957177, 0.16164852979604732, 0.14552353756486827, 0.23440531342348842, -0.23797603987844684, -0.21253946520924796, -0.2115960343193362, 0.07485626336500859, 0.16887477395016026, 0.24774717, -0.2520208, -0.061953463, 0.010281994, 0.077760965, 0.24082504, -0.29560125, 0.34182692, -0.2855255, -0.30382884]","[-0.1057629239344401, 0.10757669493148037, 0.22474793714350094, 0.009531187760794813, 0.17227967061310726, -0.27792179844072373, 0.0506033946438286, -0.3413378879836271, 0.3699748344967209, 0.23109459819222986, 0.24774717, -0.2520208, -0.061953463, 0.010281994, 0.077760965, 0.24082504, -0.29560125, 0.34182692, -0.2855255, -0.30382884]","[0.13595368582695988, 0.12388964962128785, 0.00014293622014850682, -0.004741962480796835, 0.34304767663797453, -0.16764395438923124, 0.1084261284973512, -0.4691588969716538, 0.1691531870261222, 0.2794952139204827, 0.24774717, -0.2520208, -0.061953463, 0.010281994, 0.077760965, 0.24082504, -0.29560125, 0.34182692, -0.2855255, -0.30382884]","[0.1851937590077007, 0.18952277301393178, 0.11261079261349906, 0.12294954999245017, 0.18368169212555824, -0.4414594974445567, -0.06199265061151052, -0.359325756236039, 0.12585681536781013, 0.25658722974860715, 0.24774717, -0.2520208, -0.061953463, 0.010281994, 0.077760965, 0.24082504, -0.29560125, 0.34182692, -0.2855255, -0.30382884]","[0.16455923110462845, 0.3807108750641019, 0.00865729776028247, -0.035228596062092, 0.2020849288763451, -0.2675829546092902, -0.13785115415971472, -0.2534496634266549, 0.10848228006543764, 0.4044377658574626, 0.24774717, -0.2520208, -0.061953463, 0.010281994, 0.077760965, 0.24082504, -0.29560125, 0.34182692, -0.2855255, -0.30382884]"
"[-0.14833729, 0.27044386, -0.2478862, 0.19274877, -0.26926678, 0.32609746, -0.045637485, 0.26921877, -0.16039214, -0.3936087, -0.2071448, 0.11339974, 0.40568072, -0.004653832, 0.29240146, 0.2792371, 0.2506129, 0.079922, 0.25520796, 0.10331127]","[-0.01952397158261382, 0.17372955172045806, -0.0708846442069303, 0.1975538464737165, -0.2461004935649673, 0.28003114803110263, -0.1521865604026727, 0.14181939488617784, -0.3472777471860873, -0.23525307494565623, -0.2071448, 0.11339974, 0.40568072, -0.004653832, 0.29240146, 0.2792371, 0.2506129, 0.079922, 0.25520796, 0.10331127]","[0.03367631972059554, 0.3966728761633372, -0.10347901998060682, 0.021260614935467603, -0.18032405565167298, 0.25638891700801514, -0.13529595408865558, 0.07653105521589304, -0.32153563621756276, -0.21563632816325395, -0.2071448, 0.11339974, 0.40568072, -0.004653832, 0.29240146, 0.2792371, 0.2506129, 0.079922, 0.25520796, 0.10331127]","[-0.11976713249066126, 0.3706285630126378, -0.05326866277624204, -0.0016293296553930858, -0.27601312429500613, 0.16252140707568669, -0.13010123518371072, 0.2893818899184667, -0.15218415781477898, -0.2675793750796781, -0.2071448, 0.11339974, 0.40568072, -0.004653832, 0.29240146, 0.2792371, 0.2506129, 0.079922, 0.25520796, 0.10331127]","[-0.18950058139592574, 0.09673287722314805, -0.3215805050380184, 0.35085338885699807, -0.22021928130745563, 0.1900941007113301, 0.1250380018985238, 0.2388943003215329, -0.011553043623721254, -0.2803070745928362, -0.2071448, 0.11339974, 0.40568072, -0.004653832, 0.29240146, 0.2792371, 0.2506129, 0.079922, 0.25520796, 0.10331127]","[-0.11097397118873364, 0.40539967278016054, -0.06985497419133063, 0.24587642920997466, -0.07754986724373958, 0.1433333609878596, -0.12832313500607864, 0.2911042511074511, -0.2218693534464224, -0.30704703373947245, -0.2071448, 0.11339974, 0.40568072, -0.004653832, 0.29240146, 0.2792371, 0.2506129, 0.079922, 0.25520796, 0.10331127]"
"[-0.30894598, 0.23891917, 0.074453354, 0.2345418, 0.20246875, 0.17722899, 0.26713708, -0.23947439, 0.23323318, -0.22917683, -0.22262676, -0.19707696, 0.2173389, 0.18838274, 0.26882255, 0.20668206, 0.2676931, 0.2642244, 0.23152387, 0.23278318]","[-0.21743219126319424, 0.09169643789980048, 0.20530764031678891, 0.12895293063875166, 0.15040822791546013, 0.08547099863981125, 0.21386324063180942, -0.0819645524949549, 0.09169926712549678, -0.06503443549459742, -0.22262676, -0.19707696, 0.2173389, 0.18838274, 0.26882255, 0.20668206, 0.2676931, 0.2642244, 0.23152387, 0.23278318]","[-0.13145721927954007, 0.1273157227518051, 0.09837477431170233, 0.28159473027959125, 0.2417160203964241, 0.1581864806120146, 0.0907674713298463, -0.05513116344801808, 0.2954548977957704, -0.0347245199651493, -0.22262676, -0.19707696, 0.2173389, 0.18838274, 0.26882255, 0.20668206, 0.2676931, 0.2642244, 0.23152387, 0.23278318]","[-0.3227486318440592, 0.12592059457161756, 0.04646515704949153, 0.1959210536327259, 0.3894921880456256, -0.01170740167952991, 0.13837930281550836, -0.1550890184507396, 0.13067256600957902, -0.11896841042979978, -0.22262676, -0.19707696, 0.2173389, 0.18838274, 0.26882255, 0.20668206, 0.2676931, 0.2642244, 0.23152387, 0.23278318]","[-0.12482806626121917, 0.14356022100799432, -0.021622644588479775, 0.04963982745383644, 0.09686838884625579, 0.13168518213390448, 0.27172628826855594, -0.3246973736466805, 0.3803475769049506, -0.06731585146219021, -0.22262676, -0.19707696, 0.2173389, 0.18838274, 0.26882255, 0.20668206, 0.2676931, 0.2642244, 0.23152387, 0.23278318]","[-0.20957431477327054, 0.11256515055041649, -0.05273731867422485, 0.3777193552736645, 0.3499668896960916, 0.17228717327756948, 0.15108929680678107, -0.06938318080486558, 0.10882492975413466, -0.08387361672056026, -0.22262676, -0.19707696, 0.2173389, 0.18838274, 0.26882255, 0.20668206, 0.2676931, 0.2642244, 0.23152387, 0.23278318]"
"[-0.16933967, 0.24394593, -0.3946908, -0.20470558, 0.19169696, -0.3164865, 0.031687234, -0.17855813, 0.0063502756, 0.3694452, -0.09174454, 0.31019008, -0.30970988, -0.1698085, -0.28968626, -0.284717, -0.16755916, 0.39212328, -0.08667396, -0.1294602]","[0.004434391305052021, 0.2658130284759274, -0.2261272509678931, -0.1995966702605812, 0.01782344592114571, -0.1259119253002165, -0.011044285562892837, -0.2384005120652072, -0.03512117773499292, 0.2821704059584338, -0.09174454, 0.31019008, -0.30970988, -0.1698085, -0.28968626, -0.284717, -0.16755916, 0.39212328, -0.08667396, -0.1294602]","[-0.04262187941465556, 0.13472246769985968, -0.21727347895719956, -0.09258138531317761, 0.335050193283825, -0.1611169456165258, 0.05830251751038403, -0.30085791651612837, 0.10215752650372377, 0.19876637315776052, -0.09174454, 0.31019008, -0.30970988, -0.1698085, -0.28968626, -0.284717, -0.16755916, 0.39212328, -0.08667396, -0.1294602]","[-0.041426988870333026, 0.1435262688205653, -0.3961176122137537, -0.21849625127376693, 0.0621231961913121, -0.2850085475882695, 0.06572206026039462, -0.10471631210945911, -0.09907830148398362, 0.3297787401626363, -0.09174454, 0.31019008, -0.30970988, -0.1698085, -0.28968626, -0.284717, -0.16755916, 0.39212328, -0.08667396, -0.1294602]","[0.022529595844513195, 0.1690454947715108, -0.3785356421249007, -0.23566989242546266, 0.0528762858038416, -0.28997331274256055, -0.14701364893958668, -0.24010786949609467, -0.011252062550187746, 0.22803508741825018, -0.09174454, 0.31019008, -0.30970988, -0.1698085, -0.28968626, -0.284717, -0.16755916, 0.39212328, -0.08667396, -0.1294602]","[-0.31837598375284676, 0.25241935025002904, -0.30851146520010303, -0.08128467591823507, 0.10596852320862299, -0.12366517972771851, 0.11048740240332311, -0.2859771502165232, -0.09038166979563937, 0.2849284347643194, -0.09174454, 0.31019008, -0.30970988, -0.1698085, -0.28968626, -0.284717, -0.16755916, 0.39212328, -0.08667396, -0.1294602]"
"[-0.26148027, 0.13276614, 0.15802749, 0.28894362, 0.300102, 0.22523838, 0.15606137, -0.22764362, 0.26563972, -0.2836415, -0.18888886, -0.20202138, 0.2116777, 0.17693445, 0.2390002, 0.17340341, 0.30033883, 0.28826168, 0.2242802, 0.11864486]","[-0.08004329999025855, -0.037520321791602446, -0.012890623064082118, 0.14631867025152334, 0.14283018164396877, 0.08358483548745396, 0.07709771236321375, -0.25648546293678376, 0.07486422573872933, -0.33201793938632995, -0.18888886, -0.20202138, 0.2116777, 0.17693445, 0.2390002, 0.17340341, 0.30033883, 0.28826168, 0.2242802, 0.11864486]","[-0.222775790049903, 0.08195810730755276, 0.08597408683783614, 0.0964578306159522, 0.19680774483471797, 0.2076979140281946, 0.1397993996760223, -0.36919084891460496, 0.2035341493301183, -0.1354585348586394, -0.18888886, -0.20202138, 0.2116777, 0.17693445, 0.2390002, 0.17340341, 0.30033883, 0.28826168, 0.2242802, 0.11864486]","[-0.3636058696729723, 0.2441161497998585, -0.01139306279990751, 0.09846294879339162, 0.19549612754515916, 0.09524846565874434, 0.055178236797806174, -0.1901500121991233, 0.2853159896968753, -0.20725036567816724, -0.18888886, -0.20202138, 0.2116777, 0.17693445, 0.2390002, 0.17340341, 0.30033883, 0.28826168, 0.2242802, 0.11864486]","[-0.06773473662885682, 0.043409026493109, 0.18689691247166462, 0.3961597850367258, 0.12065305798566894, 0.11851815096920063, 0.05949991050085923, -0.28422910535553103, 0.23438696185878277, -0.24315331771113635, -0.18888886, -0.20202138, 0.2116777, 0.17693445, 0.2390002, 0.17340341, 0.30033883, 0.28826168, 0.2242802, 0.11864486]","[-0.18509409093864237, 0.01939980750494137, 0.11546184814160498, 0.10548662746033291, 0.1665406207166591, 0.24082294131680293, 0.18405732894062282, -0.29114435890655455, 0.3990017182390588, -0.15854194454754184, -0.18888886, -0.20202138, 0.2116777, 0.17693445, 0.2390002, 0.17340341, 0.30033883, 0.28826168, 0.2242802, 0.11864486]"
